valor_aluguel,area_m2,ano_construcao,codigo_localidade,numero_banheiros,numero_cozinhas,codigo_bairro
273.69232,58,1964,1,0,0,713
449.28204,59,1984,1,0,0,1013
461.48718,77,1918,2,0,0,532
518.3077,60,1918,2,0,0,543
212.71794,48,1918,2,0,0,531
148.25641,56,1929,1,0,0,551
373.84616,88,1918,2,0,0,413
462,50,1961,2,0,0,411
530.4103,98,1972,2,0,0,426
406.76923,68,1957,2,0,0,412
336.41025,52,1971,1,0,0,734
355.84616,70,1962,1,0,0,1635
518.61536,71,1962,1,0,0,1133
301.64102,57,1939,1,0,0,1015
465.07693,83,1929,2,0,0,350
372.6667,40,1952,2,1,0,413
551.8461,73,1959,1,0,0,321
606.7692,113,1918,2,0,0,162
1161.3334,160,1918,2,1,0,153
385.1282,57,1957,2,0,0,153
231.07692,71,1956,3,0,0,163
299.1795,35,1939,2,0,0,372
700.97437,76,1989,1,0,0,1321
318.6154,40,1970,2,0,0,2022
424.0513,51,1973,2,0,0,2022
572.10254,94,1973,1,0,0,2024
352.15384,56,1961,1,0,0,713
693.3333,123,1929,2,0,0,913
292.15384,120,1918,2,0,0,210
456.35898,83,1954,1,0,0,1371
360.8205,52,1961,2,0,0,531
338.6667,64,1959,2,0,0,541
558.8205,56,1990,3,1,0,1954
210.92307,66,1918,2,0,0,411
306.76923,30,1971,2,0,0,411
468.2564,49,1964,1,0,0,1025
259.84616,97,1971,2,0,0,2515
56.666668,40,1918,2,0,0,210
449.64102,71,1962,1,0,0,711
534.7179,58,1968,1,0,1,2515
448,68,1959,1,0,0,623
243.02563,45,1918,2,0,0,914
367.69232,65,1966,2,0,0,711
359.33334,44,1972,1,0,0,252
349.3846,40,1972,1,0,0,712
522.61536,96,1991,2,0,0,1541
388.15387,53,1974,2,0,0,1541
269.48718,59,1942,1,0,0,1375
717.9487,78,1929,2,0,0,541
381.9487,35,1957,2,0,0,1531
658.46155,67,1984,2,0,0,531
578.1026,66,1979,2,0,0,231
574.2051,71,1983,2,0,0,1408
367.84616,82,1941,1,0,0,734
286.30768,34,1974,1,0,0,1912
802.35895,89,1984,1,0,1,714
310.35898,88,1957,1,1,0,2121
351.64102,47,1964,1,0,0,2011
756,72,1918,2,0,1,961
521.4359,70,1994,1,0,0,2512
435.33334,71,1967,1,0,0,2221
347.53848,72,1970,1,0,0,2011
331.1282,64,1963,1,0,0,1406
216.97437,63,1924,1,0,0,734
414.6154,47,1986,1,0,0,2024
329.58975,42,1973,1,0,0,2024
372,68,1972,1,0,0,2234
394.3077,35,1957,1,0,0,563
293.64102,77,1918,2,0,0,531
378.41028,59,1964,2,0,0,543
414.76923,99,1918,2,0,0,543
581.8461,64,1971,2,0,0,413
367.53848,59,1957,2,0,0,350
281.64102,26,1953,2,0,0,360
509.1282,79,1957,2,0,0,413
270.41025,39,1957,2,0,0,413
649.1795,62,1957,2,0,0,413
493.84616,59,1956,1,0,0,424
609.38464,62,1983,2,0,0,425
311.6923,59,1955,1,0,0,1122
615.5898,68,1960,1,0,0,1013
270.92307,79,1971,1,0,0,1012
587.5898,74,1971,1,0,0,1012
626.1539,82,1963,1,0,0,1013
415.84616,83,1918,1,0,0,532
865.64105,103,1918,2,1,0,531
601.1795,69,1970,1,1,0,1363
808.7692,80,1982,2,0,0,1532
307.48715,38,1983,1,0,0,1375
244.10257,28,1960,2,0,0,922
750.7692,70,1918,2,0,1,532
860.71796,100,1918,1,0,0,532
297.3846,79,1957,1,0,0,1013
248.5641,72,1974,1,0,0,1015
320.46155,64,1964,1,0,0,1026
506.8205,72,1957,1,0,0,713
394.71796,37,1971,1,0,0,1012
273.94873,28,1969,1,0,0,1112
507.64105,131,1918,2,0,0,1372
147.74359,40,1918,2,0,0,541
612.92303,70,1995,1,0,0,2234
306.30768,39,1957,2,0,0,412
398.46155,35,1971,1,0,0,432
178.41025,36,1957,2,0,0,413
576.20514,79,1994,1,0,0,1112
654.10254,70,1957,2,0,0,113
859.5897,104,1961,1,0,0,521
362.2051,68,1957,2,0,0,383
276.35898,39,1962,2,0,0,2526
296.41025,46,1970,1,0,0,724
467.23074,69,1965,1,0,0,2514
420.76923,84,1973,1,1,0,2515
372.6154,50,1960,2,0,0,2524
346.97433,32,1972,2,0,0,2525
295.17947,27,1957,1,0,0,2513
709.8461,110,1929,3,0,0,912
525.89746,43,1975,2,1,0,372
274.82053,64,1918,2,0,0,152
541.9487,71,1968,1,0,0,1641
363.3846,39,1918,2,0,0,360
522.2564,48,1983,1,0,0,1821
619.79486,75,1957,2,0,0,1853
370.51282,32,1965,3,0,0,1854
547.28204,69,1955,1,0,0,1712
1060.5642,120,1918,2,1,0,152
380.15384,63,1957,1,0,0,624
345.07693,90,1918,2,0,0,350
463.28207,62,1957,2,0,0,372
522.0513,52,1939,1,0,0,816
349.94873,33,1972,2,0,0,425
647.5898,87,1957,2,0,0,350
311.0769,24,1960,2,0,0,321
495.28204,52,1960,2,0,0,563
323.58975,28,1991,1,0,0,1617
984.5128,82,1984,2,0,0,1334
235.94872,33,1957,1,0,0,1641
365.9487,65,1964,1,0,0,552
349.1282,70,1957,1,0,0,1025
384.46155,60,1958,1,0,0,712
425.02563,60,1957,2,0,0,563
670.71796,65,1983,1,0,0,1912
366.66666,75,1918,2,0,0,531
375.07693,33,1967,1,0,0,1361
335.33334,48,1977,2,0,0,561
912.20514,107,1994,1,0,0,1406
343.53848,34,1957,1,0,0,915
289.33334,73,1962,1,0,0,1712
308.76923,34,1968,1,0,0,927
532.46155,70,1957,1,0,0,1312
339.02563,30,1918,2,0,0,541
484.41025,66,1951,1,0,0,1855
505.89743,42,1991,1,0,0,623
546.5128,90,1918,2,0,0,543
605.2821,102,1970,1,0,0,2033
370,85,1929,2,0,0,1243
427.43588,70,1963,1,0,0,1133
408.3077,66,1963,1,0,0,421
591.641,65,1929,1,0,0,1122
438.41028,83,1972,2,0,0,913
268.3077,80,1918,2,0,0,232
316.30768,33,1972,1,0,0,1321
425.58975,60,1968,1,0,0,1342
403.64102,40,1995,1,0,1,2314
660.9231,84,1983,2,0,0,2523
327.43588,83,1994,1,0,0,2514
458.56412,105,1961,1,0,0,1402
468,65,1957,2,0,0,372
738.46155,68,1959,2,0,0,220
262.30768,43,1994,2,0,0,125
331.53845,39,1957,2,0,0,321
422.8718,35,1994,2,0,0,321
333.89743,106,1924,1,0,0,816
522.61536,110,1918,2,0,0,941
520.9231,54,1990,2,0,0,942
280.6154,51,1972,1,0,0,711
651.1282,64,1981,2,0,0,711
233.74358,42,1957,1,0,0,282
762.20514,120,1918,2,0,0,273
160.35898,42,1938,1,0,0,1921
270.92307,37,1967,1,0,0,711
217.6923,49,1957,2,0,0,943
520,66,1968,2,0,0,1853
1188,104,1983,3,1,1,1855
467.84616,69,1959,1,0,0,1833
313.94873,28,1965,1,0,0,1957
529.2308,55,1968,2,0,0,917
248.61537,64,1957,1,0,0,623
369.64102,46,1918,2,0,0,321
427.53848,60,1957,2,0,0,372
403.64102,65,1963,1,0,0,1013
311.1282,35,1972,1,0,0,623
211.58975,65,1957,1,0,0,1832
372.97437,44,1972,2,0,0,1333
684.6666,94,1981,1,0,0,1361
350.66666,27,1983,1,0,0,1831
383.3846,52,1958,1,0,0,1714
553.7436,73,1918,1,0,0,563
254.3077,38,1988,1,0,0,2524
61.53846,148,1918,2,0,0,152
740.0513,100,1970,3,0,0,1854
91.02564,44,1955,1,0,0,1712
318.46155,49,1957,2,0,0,232
361.1282,60,1957,2,0,0,231
307.7949,62,1972,2,0,0,220
806.82056,90,1961,1,0,0,1402
1067.1282,124,1979,1,0,0,1371
368.0513,65,1967,1,0,0,2522
496.71793,123,1929,1,0,0,816
419.69232,68,1963,2,0,0,2033
244,70,1956,2,0,0,2524
664.3077,80,1968,1,0,0,1641
450.05127,84,1967,1,0,0,2221
652.10254,84,1929,2,0,0,350
397.69232,39,1960,1,0,0,422
229.02565,37,1954,1,0,0,2442
537.1795,76,1957,2,0,0,411
662.35895,75,1955,2,0,0,411
443.23077,57,1981,1,0,0,1012
295.9487,58,1956,1,0,0,1122
566.9231,49,1991,1,0,0,2424
617.02563,62,1957,2,0,0,350
469.28204,37,1957,1,0,0,323
228.5641,35,1956,1,0,0,712
701.641,54,1991,1,0,0,723
486.8718,50,1984,2,0,0,321
293.23077,30,1939,1,0,0,332
528.71796,71,1929,1,0,0,816
347.3846,48,1939,1,0,0,822
440.10257,60,1991,2,1,0,284
476.97433,99,1918,1,0,0,252
401.17947,76,1929,1,0,0,251
857.79486,88,1991,1,0,1,281
671.641,118,1918,1,0,0,623
325.28204,37,1953,2,0,0,360
344.56412,35,1972,2,0,0,411
183.23076,54,1960,1,0,0,1013
402.2564,67,1972,1,0,0,422
288.9231,42,1963,2,0,0,543
359.33334,54,1983,1,0,0,1822
231.84616,30,1929,1,0,0,1811
619.9487,115,1991,1,0,1,1313
550.8205,54,1918,2,0,0,942
466.10257,57,1963,1,0,0,2514
543.69226,107,1957,2,0,0,372
595.64105,40,1991,2,0,0,930
299.3846,34,1929,1,0,0,813
287.02563,39,1958,1,0,0,963
675.64105,68,1961,1,0,0,1134
423.94873,59,1954,1,0,0,1132
354.20514,65,1939,2,0,0,232
187.38461,35,1957,2,0,0,413
367.3333,36,1972,2,0,0,431
282.71796,76,1929,1,0,0,2513
423.58975,50,1939,1,0,0,2222
585.07697,98,1996,1,0,0,2142
937.79486,105,1980,1,0,0,2146
420,95,1957,1,0,0,563
602.97437,90,1918,2,0,0,532
578.71796,72,1963,2,0,0,210
248.66666,29,1969,2,0,0,1263
523.53845,75,1975,2,0,0,2148
383.94873,54,1969,1,0,0,1912
415.7436,35,1970,1,0,0,1122
492.10254,57,1959,2,0,0,360
226.76924,59,1918,2,0,0,543
177.33333,88,1918,2,0,0,543
639.89746,79,1957,1,0,0,1641
449.89743,92,1918,1,0,0,543
415.33334,54,1972,1,0,0,1132
435.53845,85,1972,1,0,0,1133
274.51282,50,1970,1,1,0,1123
768.97437,86,1994,1,0,0,1711
436.30768,46,1991,1,0,0,1313
505.17947,68,1972,1,0,0,1014
425.23077,45,1996,1,0,0,1013
133.33333,39,1986,1,0,1,1014
319.53845,29,1971,2,0,0,2522
506.30768,56,1996,1,0,0,2142
287.64105,35,1968,1,0,0,2221
373.84616,67,1965,1,0,0,1957
521.3333,51,1961,1,0,0,1132
353.7949,50,1918,2,0,0,411
541.28204,78,1957,2,0,0,415
205.28204,36,1939,1,0,0,2524
346.10257,50,1918,1,0,0,914
319.3846,67,1939,1,0,0,2525
700.35895,80,1958,1,0,0,1723
384.10257,73,1957,2,0,0,961
518.5641,53,1988,1,0,0,1841
320,51,1962,1,1,0,1123
165.07692,42,1958,2,0,0,413
303.69232,73,1929,1,0,0,822
487.69232,38,1967,1,0,0,816
393.33334,70,1959,1,0,0,1714
246.76924,30,1983,1,0,0,1912
245.23077,56,1918,1,0,0,323
243.79488,34,1962,1,0,0,421
371.28204,76,1918,1,0,0,623
549.5897,74,1985,1,0,0,252
728.8205,78,1954,1,0,0,331
376.5641,97,1957,2,0,0,333
339.48718,53,1960,2,0,0,333
630.9231,56,1918,1,0,0,816
391.17947,73,1918,1,0,0,822
300.71796,87,1918,2,0,0,372
381.79486,50,1958,2,0,0,333
741.28204,109,1929,1,0,0,282
190.97435,70,1918,1,0,0,822
545.2821,70,1957,1,0,0,822
351.64102,37,1957,2,0,0,321
208.41025,31,1957,1,0,0,272
918.4103,86,1991,2,0,0,542
589.79486,72,1954,2,0,0,1543
384.92307,63,1961,1,0,0,1926
533.641,68,1965,1,0,0,1957
541.7436,74,1983,1,0,0,1942
272.35895,23,1961,1,0,0,1831
121.64102,59,1929,1,0,0,1832
260.41025,33,1963,1,0,0,1711
303.69232,63,1938,1,0,0,1713
537.6923,78,1971,1,0,0,1713
402.10254,58,1970,1,0,0,822
388.51282,78,1918,1,0,0,822
758.5128,98,1959,2,0,0,1545
262.56412,32,1952,2,0,0,1543
261.28204,72,1982,1,0,0,1401
366.51282,70,1972,2,0,0,1613
469.89743,47,1981,2,0,0,563
392.51285,73,1968,2,0,0,414
353.07693,30,1972,2,0,0,414
389.28204,79,1957,2,0,0,414
368.56412,54,1972,2,0,0,414
1158.2565,100,1989,2,1,0,415
402.56412,67,1929,2,0,0,350
655.3334,74,1957,2,0,0,350
600.0513,73,1977,1,0,0,1911
387.0769,27,1972,2,0,0,563
384.76923,56,1964,1,0,0,1404
386,48,1957,1,0,0,1363
800.7692,65,1918,3,0,1,2112
885.6923,132,1929,2,0,0,1243
445.33334,48,1950,2,0,0,1343
325.23077,49,1972,1,0,0,1957
788.7692,103,1968,2,0,0,1958
319.02563,97,1918,1,0,0,816
291.9487,32,1971,1,0,0,1713
566.6154,64,1984,2,0,0,350
391.84613,64,1972,1,0,0,2421
211.84616,26,1962,1,0,0,1013
267.89746,64,1971,1,0,0,1013
1175.3333,89,1983,1,0,0,252
594.1538,70,1959,1,0,0,282
265.28204,28,1958,1,0,0,811
321.84613,38,1956,1,0,0,1027
487.53848,52,1986,2,0,0,964
378.3077,29,1996,1,0,0,1612
512.71796,66,1983,1,0,1,1312
583.4872,95,1955,2,0,0,1262
409.3846,66,1972,1,0,0,1321
190.71794,70,1918,2,0,0,531
787.4359,100,1939,2,0,0,411
338.0513,78,1918,1,0,0,623
494.8718,88,1972,1,0,0,1406
380.46155,35,1984,1,0,0,1615
261.48718,33,1962,1,0,0,1241
960.20514,95,1918,2,0,0,413
696.4103,70,1957,2,0,1,162
680.3077,94,1979,1,0,0,1957
519.28204,47,1990,2,0,0,964
384.15384,81,1973,1,0,0,2024
342.82053,78,1968,1,0,0,1942
571.8461,58,1980,1,0,0,1914
621.79486,70,1968,1,0,0,711
525.4359,52,1968,1,0,0,1912
436.92307,58,1963,1,0,0,422
392.56412,43,1981,1,0,0,1013
369.79486,41,1970,1,0,0,1375
463.64102,58,1972,1,0,0,1402
480.30768,75,1960,2,0,0,532
498.97437,54,1983,2,0,0,1372
273.53848,42,1956,1,0,0,1363
122.82051,60,1939,1,0,0,1402
1843.3846,145,1918,2,0,0,232
440.46155,86,1954,1,0,0,1363
670.7692,100,1918,2,0,0,231
670.20514,54,1993,1,0,0,2114
754.61536,76,1991,2,1,0,1653
313.28207,30,1983,2,0,0,961
280.05127,39,1918,2,0,0,531
360.71796,72,1957,2,0,0,413
367.58975,74,1957,2,0,0,411
527.28204,86,1966,1,0,0,2221
498.51282,61,1983,1,0,0,2221
372.8718,60,1972,1,0,0,713
534.5641,69,1972,1,0,0,711
455.33334,100,1957,2,0,0,531
248.25641,62,1918,1,0,0,624
360.46155,64,1957,1,0,0,623
446.8718,77,1918,1,0,0,623
474.2564,76,1968,1,0,0,1641
452.35895,80,1969,1,0,0,1642
229.64102,27,1960,2,0,0,951
463.3846,110,1918,2,1,0,941
303.53848,73,1964,1,0,0,1123
267.43588,67,1957,2,0,0,321
55.230766,44,1936,2,0,0,712
562.3077,100,1918,1,0,0,273
416.8718,68,1954,1,0,0,963
312.46152,62,1972,2,0,0,964
638.3077,81,1970,1,0,0,1833
330,54,1960,1,0,0,1811
275.64102,30,1970,1,0,0,1013
953.8461,91,1985,2,0,0,926
312.15384,79,1918,1,0,0,542
453.53848,56,1970,1,0,0,1851
353.94873,37,1972,1,0,0,1124
541.1795,70,1989,2,0,0,1957
143.74358,40,1983,2,0,0,916
452.05127,65,1918,1,0,0,623
533.1282,60,1939,2,0,0,413
487.58975,68,1957,2,0,0,350
421.3333,77,1957,2,0,0,350
641.1282,81,1957,2,0,0,350
785.4359,96,1918,2,0,0,350
1021.3846,120,1924,2,0,0,512
261.1282,42,1973,1,0,0,2024
360.46155,43,1964,1,0,0,1714
217.4359,57,1918,1,0,0,552
419.64102,102,1918,1,0,0,1832
238,58,1969,1,0,0,1617
260.46155,50,1957,2,0,0,1852
296.8205,49,1969,1,0,0,1712
417.02563,81,1970,1,0,0,1723
334.51282,28,1972,2,0,0,1723
1169.5897,104,1990,2,1,0,1842
597.12823,67,1918,2,0,0,210
462.56412,65,1918,2,0,0,543
740.7692,70,1985,3,0,0,1955
589.79486,73,1934,2,0,0,1853
448.0513,82,1953,1,0,0,1721
673.69226,84,1957,2,0,0,360
269.79486,45,1933,1,0,0,1641
301.23077,60,1929,2,0,0,425
527.3334,67,1957,2,0,0,411
604.4615,74,1960,1,0,0,1822
251.84616,45,1984,1,0,1,1713
849.79486,84,1965,1,1,0,2221
811.53845,100,1954,2,0,0,426
776.359,100,1918,2,0,0,1263
498.82053,98,1929,2,0,0,1243
565.07697,56,1992,1,0,1,622
211.02563,50,1954,2,0,0,1242
528.2564,62,1957,1,0,0,1912
720.3077,64,1918,3,0,0,911
367.02563,53,1972,1,0,0,1913
655.7436,80,1918,2,0,0,914
468.15387,69,1961,1,0,0,1013
501.89743,86,1957,1,0,0,2514
368.3077,35,1971,2,0,0,916
297.7436,61,1939,1,0,0,916
578.4103,80,1976,2,0,0,1408
361.89743,40,1929,1,0,0,816
568.6154,62,1929,1,0,1,816
334.10257,65,1918,2,0,0,321
237.07692,48,1957,1,0,0,1912
357.3846,75,1957,2,0,0,372
478.15387,60,1957,1,0,0,962
396.2051,92,1957,2,0,0,210
594,62,1957,2,0,0,411
368.0513,84,1974,1,0,0,1402
324.92307,62,1939,2,0,0,350
204.05128,144,1918,1,0,0,1711
471.7436,45,1984,2,0,0,162
290.5641,53,1963,2,0,0,561
309.58975,60,1918,1,0,0,623
292.46152,65,1957,2,0,0,426
460.30768,76,1929,2,0,0,360
454.2564,65,1929,2,0,0,372
168.8718,45,1918,2,0,0,531
286.10257,45,1960,2,0,0,1613
814.87177,100,1960,2,0,0,113
556.20514,67,1960,2,0,0,1241
304.20514,52,1960,1,0,0,2131
358.97437,85,1918,2,0,0,563
897.7436,94,1972,1,0,0,322
458.76923,58,1959,1,0,0,1833
191.4359,30,1958,1,0,0,1712
533.2308,92,1918,2,1,0,372
302.2564,70,1951,1,0,0,734
451.58972,70,1918,2,0,0,541
932,95,1984,3,1,0,1955
338.6667,42,1958,1,0,0,1841
718.7692,90,1959,1,0,0,1833
509.1795,46,1985,1,0,0,1934
612.10254,70,1967,1,0,0,612
552.46155,56,1973,2,0,0,241
269.23077,55,1983,1,0,0,1345
269.33334,30,1972,2,0,0,942
348,56,1962,1,0,0,2514
541.28204,70,1957,1,0,0,711
796.1026,92,1918,1,0,0,822
342.9231,53,1939,2,0,0,543
405.64102,52,1959,1,0,0,1833
741.4872,65,1985,1,0,1,1841
669.1795,62,1967,1,0,0,1713
366.46152,68,1970,2,0,0,1933
361.58972,45,1937,1,0,0,1622
472.8718,62,1957,1,0,0,623
306.92307,52,1958,1,0,0,713
257.02563,45,1956,1,0,0,713
572.7692,66,1991,1,0,1,1313
357.89746,87,1929,2,0,0,350
542.6666,58,1957,2,0,0,153
498.71796,84,1958,1,0,0,422
668.1026,98,1988,2,0,0,1934
667.38464,70,1995,1,0,0,2424
554.35895,83,1968,1,0,0,1942
478.46155,99,1968,1,0,0,1942
349.64102,70,1970,1,0,0,1406
754.0513,73,1992,1,0,0,1406
1072.3077,112,1918,2,0,1,360
405.9487,58,1918,1,0,0,814
428.3077,52,1957,2,1,0,372
367.28204,35,1957,1,0,0,1711
382.51285,51,1969,1,0,0,1711
308.35898,30,1969,1,0,0,1621
444.2564,60,1961,1,0,0,1712
390.2564,73,1918,1,0,0,1711
350.05127,66,1952,2,0,0,1372
246.61539,59,1918,2,0,0,153
345.1282,62,1962,1,0,0,713
354.76923,31,1965,1,0,0,1944
388.2564,77,1957,2,0,0,372
271.17947,67,1939,2,0,0,425
385.9487,57,1959,2,0,0,232
591.4359,88,1957,1,0,0,2221
517.12823,79,1960,1,0,0,612
308.51282,65,1918,2,0,0,220
384.46155,102,1918,1,0,0,552
242.5641,64,1929,1,0,0,915
278.82053,35,1974,1,0,0,915
518.4103,80,1970,1,0,0,1375
412.2051,65,1971,1,0,0,1713
543.2308,64,1972,1,0,0,1404
336.05127,41,1972,1,0,0,1406
320.35898,40,1957,1,0,0,2135
401.23077,56,1958,2,0,0,341
544.1538,80,1918,2,0,0,944
391.28204,64,1918,1,0,0,962
564.2051,110,1918,1,0,0,564
531.28204,96,1983,1,1,0,963
343.7436,62,1918,2,0,0,521
446.30768,70,1924,2,0,0,531
529.2308,100,1970,2,1,0,522
848.7692,96,1991,1,1,0,1635
325.89743,44,1963,2,0,0,231
132.76923,33,1960,1,0,0,951
266.2564,60,1952,2,0,0,413
406.51282,32,1957,2,0,0,350
274.41025,68,1918,1,0,0,563
1133.1283,106,1977,2,0,0,284
295.3846,47,1929,1,0,0,522
704.7179,78,1981,1,1,0,563
347.7949,60,1961,1,0,0,432
560.9231,85,1964,1,0,0,1133
487.3333,72,1958,1,0,0,1375
839.12823,105,1980,1,1,0,1313
768.71796,70,1983,1,0,0,1721
319.89743,38,1971,1,0,0,1912
413.94873,40,1929,2,0,0,512
218.05128,28,1957,1,0,0,1833
512.97437,56,1972,1,0,0,1617
410.05127,35,1976,1,0,0,565
366.6154,70,1962,2,0,0,1935
721.2308,106,1953,1,0,0,1721
396,33,1972,2,0,0,942
719.9487,100,1983,2,0,0,1951
240.25641,28,1939,1,0,0,2414
200.05128,65,1957,2,0,0,923
443.3846,59,1918,2,0,0,914
271.89743,54,1937,1,0,0,732
252.71794,34,1957,1,0,0,424
505.64102,55,1984,2,0,0,1842
461.84613,81,1929,2,0,0,914
525.8462,76,1966,1,0,0,1712
247.94872,69,1939,1,0,0,522
686.2564,60,1991,1,1,0,1721
602.35895,83,1918,2,0,0,113
242.71794,31,1970,2,0,0,220
674.7692,60,1991,2,0,0,331
431.17947,79,1962,1,0,0,1821
339.02563,76,1929,1,0,0,623
224.92308,52,1929,1,0,0,611
315.43588,37,1965,1,0,0,1123
945.3334,87,1991,1,0,0,542
1008.3077,110,1929,2,0,0,914
473.7949,80,1969,1,0,0,1642
372.51285,33,1991,2,0,0,1634
497.3333,77,1918,1,0,0,251
534.1538,71,1969,2,0,0,2526
359.4359,65,1957,1,0,0,2325
489.79486,63,1971,1,0,0,2325
465.33334,65,1962,2,0,0,1951
312.76926,87,1989,3,0,1,1952
770.71796,80,1983,3,0,0,1954
402.6667,43,1918,1,0,0,1811
533.53845,79,1975,2,1,0,563
239.02565,48,1918,2,0,0,913
574.0513,61,1972,1,0,0,1934
672.71796,64,1991,2,0,0,1931
488.97437,90,1918,2,0,0,414
529.6923,76,1937,2,0,0,1241
229.53847,57,1918,2,0,0,242
240.8718,36,1972,1,0,0,962
635.4872,93,1957,2,0,0,412
450.51282,90,1955,2,0,0,426
426.46152,79,1957,1,0,0,963
421.3333,92,1955,1,1,0,1112
304.82053,80,1955,1,0,0,1111
312.56412,80,1918,1,0,0,814
607.79486,70,1918,1,0,0,822
283.94873,59,1938,1,0,0,1714
292.15384,55,1955,1,0,0,424
232.20512,41,1951,2,0,0,1244
309.84616,56,1954,2,0,0,413
655.5898,70,1972,1,0,0,1712
518.1539,88,1959,1,0,0,1713
556.71796,86,1970,1,0,0,713
477.43588,57,1957,2,0,0,531
540.8205,68,1981,2,0,0,373
336.97433,28,1957,1,0,0,321
294.10257,56,1924,1,0,0,1812
745.7949,96,1940,2,0,0,1375
503.1795,65,1983,1,0,0,1646
498.82053,76,1983,2,0,0,1543
604.3077,73,1969,1,0,0,1515
590.7692,66,1967,1,0,0,1361
382.30768,46,1957,1,0,0,1312
468.56412,54,1957,2,0,0,563
428,76,1957,2,0,0,411
342.71796,68,1961,1,0,0,1013
570.5128,78,1962,1,0,0,432
243.48717,36,1961,1,0,0,432
366.92307,61,1957,2,0,0,413
626.1539,79,1963,1,0,1,422
160.35898,34,1957,2,0,0,350
177.89743,32,1960,2,1,0,360
479.4359,68,1973,1,0,0,2147
462.6154,140,1939,2,1,0,415
478.9231,54,1983,1,0,0,2113
347.94873,80,1960,1,0,0,522
746.30774,73,1981,2,0,1,923
540.7692,50,1993,1,0,0,2131
524.4102,51,1989,1,0,0,252
270.10257,35,1972,1,0,0,261
252.61539,66,1929,2,0,0,813
763.43585,96,1970,2,0,0,2144
470.5641,98,1918,1,0,0,1711
547.8462,64,1924,2,0,0,413
346.8718,52,1974,1,0,0,1402
327.43588,72,1968,2,0,0,2221
396.92307,60,1965,1,0,0,1404
541.3846,47,1971,1,0,0,1617
419.79486,78,1967,1,0,0,1957
528.7692,55,1967,1,0,0,1912
318.56412,72,1918,3,0,1,1952
476.35898,68,1918,1,0,0,1811
216.3077,32,1918,1,0,0,1812
570.87177,57,1958,1,0,0,563
884.2051,87,1918,1,0,0,565
505.43588,78,1918,1,0,0,1811
653.69226,78,1982,1,0,0,813
398.8718,65,1957,1,0,0,563
347.3333,42,1939,2,0,0,210
384.51282,52,1966,2,0,0,113
426.92307,61,1957,2,0,0,372
578.6154,75,1958,2,0,0,371
363.48718,63,1957,2,0,0,321
538.5641,103,1949,1,0,0,323
510.8718,70,1957,2,0,0,350
704.0513,75,1957,2,0,0,350
652.61536,68,1983,2,0,0,1242
366.05127,43,1939,1,0,0,1401
382.76926,28,1962,1,0,0,927
258.71796,32,1960,1,0,0,1811
487.7949,91,1960,1,0,0,963
297.0769,64,1937,2,0,0,2524
131.89745,48,1956,1,0,0,2522
543.7436,76,1937,1,0,0,1942
457.84616,82,1962,1,0,0,1821
272.82053,123,1918,2,0,0,1812
324.41025,68,1939,2,0,0,350
164.20514,57,1954,1,0,0,1371
329.89743,50,1969,1,0,0,1342
1061.5898,98,1929,2,0,0,411
845.3334,110,1939,2,0,0,413
689.8461,90,1985,1,0,0,714
326.30768,78,1968,2,0,0,732
567.64105,92,1918,1,1,0,2322
274.20514,51,1957,1,0,0,1401
102.71795,70,1929,1,0,0,1911
406.6154,58,1937,2,0,0,732
274.46155,76,1924,1,0,0,1713
727.3334,83,1991,1,0,0,1712
260.35898,37,1966,1,0,0,1923
379.23077,74,1918,2,0,0,531
599.1795,68,1929,2,0,0,232
212.15385,110,1929,2,0,0,531
443.4359,72,1918,1,0,0,951
751.02563,93,1970,2,0,0,1262
357.0769,45,1992,1,0,1,1322
652.20514,71,1986,2,0,1,714
786.6154,99,1957,1,0,0,623
624.10254,100,1966,1,0,0,2221
660.71796,62,1996,2,0,1,232
565.89746,64,1931,2,0,0,1243
481.23077,81,1959,2,0,0,1241
567.4359,85,1929,2,0,0,1243
474.2564,120,1918,2,0,0,411
365.53845,85,1939,2,0,0,426
472.2564,84,1967,1,0,0,2221
246.15384,52,1972,1,0,0,1132
642.61536,106,1939,2,0,0,413
476.10257,72,1955,1,0,0,422
397.84616,53,1984,1,0,0,714
532.46155,48,1962,2,0,0,2528
184.15385,51,1955,1,0,0,963
373.53848,50,1982,1,0,0,734
395.64102,48,1957,1,0,0,331
380.6154,83,1959,1,0,0,1812
463.48718,50,1986,1,0,0,1712
960.1539,86,1994,2,0,0,2032
588.97437,92,1918,1,0,0,252
586.82056,77,1974,2,1,0,1943
390.76923,97,1971,2,0,0,2515
270.8718,45,1972,1,0,0,424
355.64102,48,1918,2,0,0,563
332.76926,37,1953,1,0,0,1236
149.74359,45,1957,2,0,0,374
1029.1794,94,1972,2,0,1,425
467.3846,88,1939,1,1,0,1714
496.51282,97,1918,2,0,0,426
423.28207,38,1972,2,0,0,1244
652.87177,90,1960,1,0,0,624
820.61536,110,1918,2,0,0,1244
495.1282,54,1991,1,0,0,1712
220.41025,93,1918,2,0,0,153
622.8205,67,1929,2,0,0,914
418.10257,65,1959,1,0,0,1132
430.30768,64,1963,1,0,0,611
712.35895,125,1929,2,0,0,913
521.28204,81,1971,2,0,0,1954
387.1282,49,1960,1,0,0,422
1168,96,1986,2,0,0,1371
264.97437,84,1939,1,0,0,1013
272.6667,83,1957,1,0,0,422
280.35898,92,1929,1,0,0,816
