ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
CA-2017-161095,28/06/2017,CS-12250,Corporate,United States,Los Angeles,California,OFF-BI-10001524,Office Supplies,Binders,33.568
CA-2015-125829,04/11/2015,WB-21850,Consumer,United States,Los Angeles,California,TEC-PH-10001079,Technology,Phones,666.344
CA-2015-125829,04/11/2015,WB-21850,Consumer,United States,Los Angeles,California,FUR-TA-10002041,Furniture,Tables,573.728
CA-2015-125829,04/11/2015,WB-21850,Consumer,United States,Los Angeles,California,OFF-BI-10001036,Office Supplies,Binders,21.936
CA-2015-125829,04/11/2015,WB-21850,Consumer,United States,Los Angeles,California,OFF-PA-10000223,Office Supplies,Paper,19.44
CA-2015-125829,04/11/2015,WB-21850,Consumer,United States,Los Angeles,California,TEC-MA-10003246,Technology,Machines,447.968
CA-2015-123127,08/09/2015,SP-20620,Corporate,United States,Long Beach,New York,OFF-AP-10001962,Office Supplies,Appliances,16.78
CA-2016-115945,25/06/2016,AB-10165,Consumer,United States,Los Angeles,California,OFF-AR-10004062,Office Supplies,Art,20.96
CA-2016-115945,25/06/2016,AB-10165,Consumer,United States,Los Angeles,California,OFF-BI-10004330,Office Supplies,Binders,88.752
CA-2016-115945,25/06/2016,AB-10165,Consumer,United States,Los Angeles,California,OFF-ST-10001963,Office Supplies,Storage,304.23
CA-2016-136735,26/07/2016,HA-14920,Consumer,United States,San Francisco,California,OFF-EN-10002230,Office Supplies,Envelopes,167.86
US-2018-136189,07/12/2018,DC-13285,Consumer,United States,Richmond,Virginia,FUR-FU-10000175,Furniture,Furnishings,82.38
CA-2015-152345,29/12/2015,ST-20530,Consumer,United States,Albuquerque,New Mexico,TEC-PH-10004897,Technology,Phones,23.976
CA-2015-152345,29/12/2015,ST-20530,Consumer,United States,Albuquerque,New Mexico,OFF-ST-10003123,Office Supplies,Storage,33.29
US-2016-147662,14/02/2016,KB-16315,Consumer,United States,Akron,Ohio,OFF-BI-10001658,Office Supplies,Binders,14.952
US-2016-147662,14/02/2016,KB-16315,Consumer,United States,Akron,Ohio,TEC-PH-10002834,Technology,Phones,323.982
US-2016-147662,14/02/2016,KB-16315,Consumer,United States,Akron,Ohio,OFF-BI-10002160,Office Supplies,Binders,2.286
US-2016-147662,14/02/2016,KB-16315,Consumer,United States,Akron,Ohio,OFF-AR-10004999,Office Supplies,Art,14.352
US-2016-147662,14/02/2016,KB-16315,Consumer,United States,Akron,Ohio,TEC-AC-10003280,Technology,Accessories,71.976
CA-2017-153346,25/01/2017,TB-21355,Corporate,United States,Plainfield,New Jersey,OFF-AR-10000315,Office Supplies,Art,9.21
CA-2017-153346,25/01/2017,TB-21355,Corporate,United States,Plainfield,New Jersey,OFF-PA-10000007,Office Supplies,Paper,18
CA-2018-118360,01/04/2018,JC-15775,Consumer,United States,New York City,New York,OFF-PA-10000791,Office Supplies,Paper,42.93
CA-2018-149853,03/10/2018,PO-18850,Consumer,United States,Hialeah,Florida,OFF-PA-10000556,Office Supplies,Paper,15.552
CA-2018-149853,03/10/2018,PO-18850,Consumer,United States,Hialeah,Florida,OFF-AP-10000804,Office Supplies,Appliances,17.92
CA-2018-107909,01/09/2018,SS-20875,Consumer,United States,Redmond,Washington,TEC-AC-10001998,Technology,Accessories,19.99
CA-2018-107909,01/09/2018,SS-20875,Consumer,United States,Redmond,Washington,OFF-BI-10003476,Office Supplies,Binders,22.92
CA-2016-112375,21/12/2016,RD-19720,Consumer,United States,Daytona Beach,Florida,TEC-AC-10003237,Technology,Accessories,50.88
CA-2016-112375,21/12/2016,RD-19720,Consumer,United States,Daytona Beach,Florida,OFF-EN-10003798,Office Supplies,Envelopes,27.312
CA-2016-154795,20/12/2016,GZ-14470,Consumer,United States,Bullhead City,Arizona,OFF-EN-10003068,Office Supplies,Envelopes,7.92
CA-2016-154795,20/12/2016,GZ-14470,Consumer,United States,Bullhead City,Arizona,FUR-FU-10002088,Furniture,Furnishings,14.368
CA-2016-125234,27/11/2016,SN-20710,Home Office,United States,Los Angeles,California,TEC-AC-10000158,Technology,Accessories,107.97
CA-2016-125234,27/11/2016,SN-20710,Home Office,United States,Los Angeles,California,OFF-PA-10000482,Office Supplies,Paper,113.82
CA-2018-133501,27/08/2018,DK-12895,Consumer,United States,Franklin,Tennessee,OFF-PA-10004888,Office Supplies,Paper,5.184
US-2015-129609,22/03/2015,VM-21835,Consumer,United States,Portage,Indiana,OFF-AR-10003478,Office Supplies,Art,16.28
CA-2018-130309,17/12/2018,GB-14575,Consumer,United States,Arlington,Virginia,OFF-ST-10003208,Office Supplies,Storage,544.38
CA-2018-105410,19/03/2018,ND-18370,Consumer,United States,San Francisco,California,OFF-BI-10004970,Office Supplies,Binders,19.824
CA-2018-105410,19/03/2018,ND-18370,Consumer,United States,San Francisco,California,TEC-PH-10000038,Technology,Phones,657.504
CA-2018-105410,19/03/2018,ND-18370,Consumer,United States,San Francisco,California,TEC-AC-10001552,Technology,Accessories,99.54
CA-2018-105410,19/03/2018,ND-18370,Consumer,United States,San Francisco,California,TEC-AC-10002926,Technology,Accessories,199.96
CA-2017-120355,18/09/2017,MM-17260,Consumer,United States,New Rochelle,New York,FUR-CH-10001394,Furniture,Chairs,631.782
CA-2017-120355,18/09/2017,MM-17260,Consumer,United States,New Rochelle,New York,FUR-FU-10004053,Furniture,Furnishings,60.72
CA-2018-169894,24/11/2018,MV-17485,Consumer,United States,Mesa,Arizona,OFF-BI-10004230,Office Supplies,Binders,20.724
CA-2018-169894,24/11/2018,MV-17485,Consumer,United States,Mesa,Arizona,OFF-ST-10000060,Office Supplies,Storage,415.872
US-2018-100482,11/04/2018,JL-15130,Consumer,United States,Lancaster,Ohio,OFF-ST-10001325,Office Supplies,Storage,16.768
US-2018-100482,11/04/2018,JL-15130,Consumer,United States,Lancaster,Ohio,TEC-AC-10003441,Technology,Accessories,27.12
CA-2018-107748,10/12/2018,AG-10330,Consumer,United States,Stockton,California,TEC-PH-10003215,Technology,Phones,95.84
CA-2018-107748,10/12/2018,AG-10330,Consumer,United States,Stockton,California,OFF-PA-10002005,Office Supplies,Paper,12.96
CA-2018-153654,24/11/2018,MD-17860,Corporate,United States,Asheville,North Carolina,OFF-BI-10004465,Office Supplies,Binders,19.008
CA-2016-155600,04/12/2016,RO-19780,Consumer,United States,Clarksville,Tennessee,OFF-BI-10000545,Office Supplies,Binders,1598.058
CA-2016-155600,04/12/2016,RO-19780,Consumer,United States,Clarksville,Tennessee,OFF-AR-10003752,Office Supplies,Art,36.96
CA-2018-162565,11/12/2018,RR-19315,Consumer,United States,Aurora,Illinois,OFF-PA-10001937,Office Supplies,Paper,10.368
CA-2018-162565,11/12/2018,RR-19315,Consumer,United States,Aurora,Illinois,FUR-FU-10004306,Furniture,Furnishings,77.72
CA-2018-162565,11/12/2018,RR-19315,Consumer,United States,Aurora,Illinois,FUR-CH-10003973,Furniture,Chairs,520.464
CA-2017-127642,21/05/2017,CP-12340,Corporate,United States,Warwick,Rhode Island,OFF-PA-10000565,Office Supplies,Paper,111.96
US-2018-163195,17/02/2018,LL-16840,Consumer,United States,Lafayette,Louisiana,TEC-PH-10003875,Technology,Phones,29.16
CA-2018-111332,20/05/2018,NC-18340,Consumer,United States,Fargo,North Dakota,OFF-AR-10001953,Office Supplies,Art,131.94
CA-2018-111332,20/05/2018,NC-18340,Consumer,United States,Fargo,North Dakota,OFF-AR-10001374,Office Supplies,Art,25.92
CA-2018-111332,20/05/2018,NC-18340,Consumer,United States,Fargo,North Dakota,OFF-ST-10003816,Office Supplies,Storage,704.76
CA-2018-111332,20/05/2018,NC-18340,Consumer,United States,Fargo,North Dakota,OFF-FA-10001843,Office Supplies,Fasteners,7.41
CA-2018-111332,20/05/2018,NC-18340,Consumer,United States,Fargo,North Dakota,OFF-AR-10000657,Office Supplies,Art,21.5
CA-2018-117044,11/09/2018,HA-14920,Consumer,United States,Chicago,Illinois,OFF-FA-10000936,Office Supplies,Fasteners,10.528
CA-2018-117044,11/09/2018,HA-14920,Consumer,United States,Chicago,Illinois,OFF-PA-10003657,Office Supplies,Paper,20.544
US-2017-165078,05/11/2017,MA-17995,Home Office,United States,Lawrence,Indiana,OFF-BI-10001989,Office Supplies,Binders,104.9
US-2017-165078,05/11/2017,MA-17995,Home Office,United States,Lawrence,Indiana,OFF-AR-10002987,Office Supplies,Art,39.68
US-2017-165078,05/11/2017,MA-17995,Home Office,United States,Lawrence,Indiana,OFF-LA-10000414,Office Supplies,Labels,51.75
US-2018-169320,23/07/2018,LH-16900,Consumer,United States,Elkhart,Indiana,OFF-AR-10003602,Office Supplies,Art,11.68
US-2018-169320,23/07/2018,LH-16900,Consumer,United States,Elkhart,Indiana,TEC-AC-10002550,Technology,Accessories,159.75
CA-2017-158575,18/11/2017,SB-20290,Corporate,United States,Kent,Ohio,OFF-AP-10002998,Office Supplies,Appliances,103.968
CA-2015-166954,25/04/2015,BT-11305,Home Office,United States,San Gabriel,California,FUR-FU-10003708,Furniture,Furnishings,303.25
CA-2015-166954,25/04/2015,BT-11305,Home Office,United States,San Gabriel,California,OFF-AP-10001391,Office Supplies,Appliances,270.72
CA-2015-166954,25/04/2015,BT-11305,Home Office,United States,San Gabriel,California,FUR-CH-10003973,Furniture,Chairs,1487.04
CA-2016-140830,30/11/2016,PS-18970,Home Office,United States,Henderson,Kentucky,OFF-EN-10000461,Office Supplies,Envelopes,17.48
CA-2016-140830,30/11/2016,PS-18970,Home Office,United States,Henderson,Kentucky,OFF-EN-10002831,Office Supplies,Envelopes,71.88
CA-2016-152891,25/10/2016,TB-21625,Consumer,United States,San Francisco,California,OFF-AR-10004648,Office Supplies,Art,60.45
CA-2016-152891,25/10/2016,TB-21625,Consumer,United States,San Francisco,California,FUR-TA-10001857,Furniture,Tables,253.176
US-2016-122784,20/07/2016,RA-19915,Consumer,United States,Highland Park,Illinois,OFF-BI-10000546,Office Supplies,Binders,2.88
US-2016-122784,20/07/2016,RA-19915,Consumer,United States,Highland Park,Illinois,FUR-BO-10004690,Furniture,Bookcases,384.944
US-2016-122784,20/07/2016,RA-19915,Consumer,United States,Highland Park,Illinois,TEC-PH-10001557,Technology,Phones,153.584
US-2016-122784,20/07/2016,RA-19915,Consumer,United States,Highland Park,Illinois,FUR-BO-10002545,Furniture,Bookcases,913.43
CA-2017-156811,27/10/2017,BP-11095,Corporate,United States,San Francisco,California,OFF-AP-10001366,Office Supplies,Appliances,43.92
CA-2017-156811,27/10/2017,BP-11095,Corporate,United States,San Francisco,California,OFF-BI-10001628,Office Supplies,Binders,25.032
CA-2018-111556,20/11/2018,CD-11920,Consumer,United States,New York City,New York,OFF-PA-10003651,Office Supplies,Paper,46.76
CA-2018-111556,20/11/2018,CD-11920,Consumer,United States,New York City,New York,FUR-BO-10003159,Furniture,Bookcases,183.968
CA-2018-111556,20/11/2018,CD-11920,Consumer,United States,New York City,New York,TEC-PH-10001459,Technology,Phones,1259.97
CA-2018-111556,20/11/2018,CD-11920,Consumer,United States,New York City,New York,OFF-AR-10004602,Office Supplies,Art,68.97
CA-2017-108868,08/09/2017,KB-16585,Corporate,United States,Dallas,Texas,OFF-AR-10001953,Office Supplies,Art,70.368
CA-2017-108868,08/09/2017,KB-16585,Corporate,United States,Dallas,Texas,TEC-PH-10000923,Technology,Phones,59.96
CA-2015-142965,20/07/2015,SW-20245,Consumer,United States,Springfield,Ohio,OFF-ST-10002583,Office Supplies,Storage,25.984
CA-2015-142965,20/07/2015,SW-20245,Consumer,United States,Springfield,Ohio,OFF-BI-10000977,Office Supplies,Binders,27.36
CA-2017-148740,15/11/2017,AH-10690,Corporate,United States,San Diego,California,TEC-PH-10002549,Technology,Phones,361.376
US-2015-138758,07/07/2015,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,FUR-CH-10002880,Furniture,Chairs,172.186
US-2015-138758,07/07/2015,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,FUR-FU-10003039,Furniture,Furnishings,69.008
CA-2017-131737,17/03/2017,GZ-14470,Consumer,United States,Columbia,Maryland,OFF-EN-10003055,Office Supplies,Envelopes,199.9
CA-2017-131737,17/03/2017,GZ-14470,Consumer,United States,Columbia,Maryland,OFF-AP-10002945,Office Supplies,Appliances,901.95
CA-2017-131737,17/03/2017,GZ-14470,Consumer,United States,Columbia,Maryland,FUR-FU-10004306,Furniture,Furnishings,971.5
CA-2017-114538,26/12/2017,RC-19825,Consumer,United States,Colorado Springs,Colorado,OFF-AR-10002445,Office Supplies,Art,11.328
CA-2015-127936,02/09/2015,CL-12565,Consumer,United States,New York City,New York,OFF-AR-10002445,Office Supplies,Art,21.24
CA-2016-164336,05/07/2016,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,TEC-AC-10002345,Technology,Accessories,34.8
CA-2016-164336,05/07/2016,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,OFF-ST-10001558,Office Supplies,Storage,38.976
CA-2017-100041,20/11/2017,BF-10975,Corporate,United States,Columbus,Indiana,OFF-PA-10001622,Office Supplies,Paper,9.08
CA-2017-100041,20/11/2017,BF-10975,Corporate,United States,Columbus,Indiana,OFF-PA-10000418,Office Supplies,Paper,314.55
CA-2017-100041,20/11/2017,BF-10975,Corporate,United States,Columbus,Indiana,OFF-BI-10000343,Office Supplies,Binders,4.91
US-2015-154879,06/05/2015,SN-20710,Home Office,United States,Los Angeles,California,OFF-LA-10004425,Office Supplies,Labels,5.78
US-2015-154879,06/05/2015,SN-20710,Home Office,United States,Los Angeles,California,OFF-AR-10001897,Office Supplies,Art,107.94
CA-2015-130624,21/06/2015,TB-21280,Consumer,United States,New York City,New York,OFF-PA-10003883,Office Supplies,Paper,19.65
CA-2015-130624,21/06/2015,TB-21280,Consumer,United States,New York City,New York,TEC-PH-10003963,Technology,Phones,617.97
CA-2015-130624,21/06/2015,TB-21280,Consumer,United States,New York City,New York,OFF-AP-10001303,Office Supplies,Appliances,59.7
CA-2018-132339,19/08/2018,JB-15400,Corporate,United States,Lawrence,Massachusetts,OFF-BI-10003925,Office Supplies,Binders,387.99
CA-2015-153983,29/11/2015,AH-10210,Consumer,United States,San Francisco,California,TEC-PH-10004586,Technology,Phones,575.92
CA-2015-153983,29/11/2015,AH-10210,Consumer,United States,San Francisco,California,OFF-FA-10003495,Office Supplies,Fasteners,30.4
CA-2018-112900,09/04/2018,KL-16645,Consumer,United States,Detroit,Michigan,OFF-BI-10002867,Office Supplies,Binders,478.24
CA-2015-160157,20/12/2015,MH-17455,Consumer,United States,Hamilton,Ohio,FUR-FU-10003773,Furniture,Furnishings,190.848
CA-2015-139633,17/12/2015,EC-14050,Consumer,United States,Columbus,Ohio,OFF-BI-10002954,Office Supplies,Binders,5.484
CA-2016-163090,17/11/2016,GH-14665,Consumer,United States,Chicago,Illinois,OFF-SU-10002537,Office Supplies,Supplies,40.92
CA-2015-117016,04/03/2015,SC-20095,Consumer,United States,Margate,Florida,OFF-AR-10001374,Office Supplies,Art,15.552
CA-2018-159464,18/05/2018,TB-21355,Corporate,United States,Sandy Springs,Georgia,OFF-AP-10001492,Office Supplies,Appliances,17.24
CA-2018-159464,18/05/2018,TB-21355,Corporate,United States,Sandy Springs,Georgia,FUR-BO-10003546,Furniture,Bookcases,302.94
CA-2018-159464,18/05/2018,TB-21355,Corporate,United States,Sandy Springs,Georgia,TEC-PH-10002185,Technology,Phones,34.75
CA-2018-159464,18/05/2018,TB-21355,Corporate,United States,Sandy Springs,Georgia,OFF-BI-10000315,Office Supplies,Binders,113.94
CA-2018-159464,18/05/2018,TB-21355,Corporate,United States,Sandy Springs,Georgia,TEC-PH-10002350,Technology,Phones,55.98
US-2018-103226,22/09/2018,DW-13195,Corporate,United States,Albuquerque,New Mexico,OFF-PA-10002666,Office Supplies,Paper,27.18
CA-2018-119452,21/03/2018,CL-12565,Consumer,United States,Tulsa,Oklahoma,FUR-CH-10004495,Furniture,Chairs,1805.88
CA-2018-147725,14/09/2018,LT-17110,Consumer,United States,Orange,New Jersey,OFF-AR-10001725,Office Supplies,Art,70.95
CA-2017-168893,03/11/2017,AP-10915,Consumer,United States,Henderson,Kentucky,OFF-FA-10002280,Office Supplies,Fasteners,20
CA-2017-168893,03/11/2017,AP-10915,Consumer,United States,Henderson,Kentucky,OFF-AR-10001770,Office Supplies,Art,7.98
CA-2017-168893,03/11/2017,AP-10915,Consumer,United States,Henderson,Kentucky,FUR-FU-10002885,Furniture,Furnishings,24.1
CA-2017-168893,03/11/2017,AP-10915,Consumer,United States,Henderson,Kentucky,OFF-AR-10003772,Office Supplies,Art,8.75
CA-2017-168893,03/11/2017,AP-10915,Consumer,United States,Henderson,Kentucky,FUR-TA-10003392,Furniture,Tables,842.94
CA-2017-163398,03/05/2017,CB-12415,Consumer,United States,Chicago,Illinois,OFF-BI-10000014,Office Supplies,Binders,2.182
CA-2017-163398,03/05/2017,CB-12415,Consumer,United States,Chicago,Illinois,OFF-AR-10003217,Office Supplies,Art,27.384
CA-2017-163398,03/05/2017,CB-12415,Consumer,United States,Chicago,Illinois,OFF-AP-10002403,Office Supplies,Appliances,26.406
CA-2017-162726,27/12/2017,MT-17815,Consumer,United States,Port Arthur,Texas,OFF-PA-10001972,Office Supplies,Paper,10.368
CA-2017-162726,27/12/2017,MT-17815,Consumer,United States,Port Arthur,Texas,OFF-PA-10004041,Office Supplies,Paper,23.68
US-2017-111290,22/07/2017,DK-13375,Consumer,United States,Westland,Michigan,TEC-AC-10004975,Technology,Accessories,109.95
US-2017-111290,22/07/2017,DK-13375,Consumer,United States,Westland,Michigan,OFF-ST-10001932,Office Supplies,Storage,965.85
US-2017-111290,22/07/2017,DK-13375,Consumer,United States,Westland,Michigan,OFF-AR-10001761,Office Supplies,Art,29.2
US-2017-111290,22/07/2017,DK-13375,Consumer,United States,Westland,Michigan,OFF-PA-10002262,Office Supplies,Paper,32.4
US-2015-147704,16/11/2015,SR-20740,Home Office,United States,Bloomington,Indiana,OFF-EN-10004483,Office Supplies,Envelopes,78.35
US-2015-147704,16/11/2015,SR-20740,Home Office,United States,Bloomington,Indiana,OFF-PA-10003270,Office Supplies,Paper,31.68
US-2015-147704,16/11/2015,SR-20740,Home Office,United States,Bloomington,Indiana,OFF-BI-10001634,Office Supplies,Binders,29.12
US-2015-147704,16/11/2015,SR-20740,Home Office,United States,Bloomington,Indiana,OFF-ST-10000675,Office Supplies,Storage,169.45
CA-2016-121965,19/06/2016,LH-17155,Consumer,United States,Los Angeles,California,FUR-FU-10000732,Furniture,Furnishings,12.56
CA-2016-121965,19/06/2016,LH-17155,Consumer,United States,Los Angeles,California,OFF-PA-10004355,Office Supplies,Paper,6.48
CA-2016-121965,19/06/2016,LH-17155,Consumer,United States,Los Angeles,California,OFF-EN-10000056,Office Supplies,Envelopes,186.69
CA-2017-147137,04/07/2017,AA-10645,Consumer,United States,San Francisco,California,FUR-FU-10000221,Furniture,Furnishings,25.4
CA-2017-147137,04/07/2017,AA-10645,Consumer,United States,San Francisco,California,OFF-EN-10003567,Office Supplies,Envelopes,43.96
CA-2017-147137,04/07/2017,AA-10645,Consumer,United States,San Francisco,California,FUR-BO-10001811,Furniture,Bookcases,1279.165
CA-2017-147137,04/07/2017,AA-10645,Consumer,United States,San Francisco,California,OFF-ST-10002486,Office Supplies,Storage,27.92
US-2016-146745,03/09/2016,AS-10630,Home Office,United States,San Francisco,California,FUR-CH-10002372,Furniture,Chairs,129.568
US-2016-146745,03/09/2016,AS-10630,Home Office,United States,San Francisco,California,OFF-BI-10003274,Office Supplies,Binders,6.368
CA-2018-115175,07/08/2018,MC-17575,Consumer,United States,San Jose,California,OFF-PA-10001878,Office Supplies,Paper,244.55
CA-2018-105851,13/03/2018,SE-20110,Consumer,United States,Denver,Colorado,OFF-SU-10002881,Office Supplies,Supplies,1332.496
US-2018-125717,28/09/2018,DS-13030,Home Office,United States,Aurora,Colorado,FUR-FU-10001979,Furniture,Furnishings,32.776
US-2018-125717,28/09/2018,DS-13030,Home Office,United States,Aurora,Colorado,OFF-ST-10001522,Office Supplies,Storage,147.184
US-2018-125717,28/09/2018,DS-13030,Home Office,United States,Aurora,Colorado,TEC-AC-10003657,Technology,Accessories,54.384
US-2018-125717,28/09/2018,DS-13030,Home Office,United States,Aurora,Colorado,OFF-BI-10001718,Office Supplies,Binders,76.776
US-2018-125717,28/09/2018,DS-13030,Home Office,United States,Aurora,Colorado,OFF-PA-10003022,Office Supplies,Paper,14.352
US-2018-125717,28/09/2018,DS-13030,Home Office,United States,Aurora,Colorado,OFF-AP-10000891,Office Supplies,Appliances,209.792
CA-2016-163895,07/08/2016,NS-18640,Corporate,United States,Boise,Idaho,OFF-BI-10004970,Office Supplies,Binders,3.304
CA-2018-168641,24/11/2018,KA-16525,Consumer,United States,New York City,New York,OFF-AR-10003759,Office Supplies,Art,16.38
CA-2018-168641,24/11/2018,KA-16525,Consumer,United States,New York City,New York,OFF-EN-10003001,Office Supplies,Envelopes,167.96
CA-2018-168641,24/11/2018,KA-16525,Consumer,United States,New York City,New York,FUR-BO-10000780,Furniture,Bookcases,321.568
CA-2018-168641,24/11/2018,KA-16525,Consumer,United States,New York City,New York,OFF-PA-10001972,Office Supplies,Paper,12.96
CA-2018-156895,08/05/2018,DJ-13510,Corporate,United States,Philadelphia,Pennsylvania,FUR-CH-10003535,Furniture,Chairs,128.058
CA-2018-121300,29/09/2018,MG-17680,Home Office,United States,Mentor,Ohio,FUR-CH-10003774,Furniture,Chairs,63.686
CA-2018-121300,29/09/2018,MG-17680,Home Office,United States,Mentor,Ohio,TEC-AC-10004571,Technology,Accessories,239.976
CA-2018-121300,29/09/2018,MG-17680,Home Office,United States,Mentor,Ohio,FUR-TA-10004442,Furniture,Tables,344.22
CA-2018-121300,29/09/2018,MG-17680,Home Office,United States,Mentor,Ohio,OFF-PA-10002787,Office Supplies,Paper,15.552
CA-2018-121300,29/09/2018,MG-17680,Home Office,United States,Mentor,Ohio,FUR-FU-10004586,Furniture,Furnishings,21.248
CA-2018-121300,29/09/2018,MG-17680,Home Office,United States,Mentor,Ohio,OFF-PA-10002606,Office Supplies,Paper,8.448
CA-2018-130211,22/10/2018,BD-11620,Consumer,United States,Lawton,Oklahoma,OFF-ST-10000129,Office Supplies,Storage,333.09
CA-2018-130211,22/10/2018,BD-11620,Consumer,United States,Lawton,Oklahoma,FUR-TA-10003748,Furniture,Tables,248.98
CA-2015-147235,24/03/2015,CD-11920,Consumer,United States,New York City,New York,OFF-PA-10004948,Office Supplies,Paper,24.9
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-FA-10001561,Office Supplies,Fasteners,15.26
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-AP-10002998,Office Supplies,Appliances,43.32
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-BI-10003981,Office Supplies,Binders,43.584
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-PA-10001725,Office Supplies,Paper,116.28
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-BI-10002071,Office Supplies,Binders,9.296
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-PA-10000477,Office Supplies,Paper,19.44
CA-2017-109365,03/11/2017,XP-21865,Consumer,United States,Los Angeles,California,OFF-PA-10004359,Office Supplies,Paper,314.55
CA-2016-162621,05/09/2016,CA-12055,Home Office,United States,Houston,Texas,OFF-BI-10000962,Office Supplies,Binders,16.27
CA-2016-162621,05/09/2016,CA-12055,Home Office,United States,Houston,Texas,OFF-SU-10003567,Office Supplies,Supplies,69.12
CA-2016-162621,05/09/2016,CA-12055,Home Office,United States,Houston,Texas,OFF-BI-10003708,Office Supplies,Binders,4.47
CA-2018-105921,14/08/2018,JM-15250,Consumer,United States,Los Angeles,California,FUR-TA-10001095,Furniture,Tables,418.296
CA-2015-150798,01/12/2015,JK-15730,Consumer,United States,Columbus,Ohio,TEC-CO-10001571,Technology,Copiers,659.988
CA-2015-150798,01/12/2015,JK-15730,Consumer,United States,Columbus,Ohio,FUR-FU-10000221,Furniture,Furnishings,8.128
CA-2015-150798,01/12/2015,JK-15730,Consumer,United States,Columbus,Ohio,OFF-PA-10001972,Office Supplies,Paper,36.288
CA-2015-150798,01/12/2015,JK-15730,Consumer,United States,Columbus,Ohio,FUR-CH-10000015,Furniture,Chairs,909.72
CA-2018-112753,18/06/2018,CC-12670,Consumer,United States,Los Angeles,California,FUR-BO-10004015,Furniture,Bookcases,917.9235
CA-2018-112753,18/06/2018,CC-12670,Consumer,United States,Los Angeles,California,OFF-PA-10002036,Office Supplies,Paper,38.88
CA-2018-155075,02/12/2018,GW-14605,Consumer,United States,Philadelphia,Pennsylvania,OFF-BI-10003650,Office Supplies,Binders,631.176
CA-2015-103401,21/11/2015,GR-14560,Corporate,United States,San Francisco,California,OFF-PA-10003309,Office Supplies,Paper,12.96
CA-2017-124814,10/04/2017,FM-14215,Corporate,United States,Bakersfield,California,OFF-PA-10002787,Office Supplies,Paper,12.96
CA-2017-124814,10/04/2017,FM-14215,Corporate,United States,Bakersfield,California,OFF-BI-10000174,Office Supplies,Binders,23.2
CA-2015-116757,30/06/2015,MS-17980,Corporate,United States,Houston,Texas,OFF-PA-10002005,Office Supplies,Paper,25.92
CA-2015-116757,30/06/2015,MS-17980,Corporate,United States,Houston,Texas,OFF-FA-10002815,Office Supplies,Fasteners,21.312
US-2015-138247,24/12/2015,BF-11170,Home Office,United States,Los Angeles,California,TEC-PH-10000213,Technology,Phones,173.656
US-2015-138247,24/12/2015,BF-11170,Home Office,United States,Los Angeles,California,OFF-AP-10000828,Office Supplies,Appliances,361.96
US-2015-138247,24/12/2015,BF-11170,Home Office,United States,Los Angeles,California,TEC-AC-10004708,Technology,Accessories,62.85
US-2015-138247,24/12/2015,BF-11170,Home Office,United States,Los Angeles,California,TEC-PH-10001530,Technology,Phones,818.376
US-2015-138247,24/12/2015,BF-11170,Home Office,United States,Los Angeles,California,OFF-ST-10002301,Office Supplies,Storage,20.34
US-2015-138247,24/12/2015,BF-11170,Home Office,United States,Los Angeles,California,FUR-FU-10002554,Furniture,Furnishings,23.99
CA-2018-167003,23/05/2018,VS-21820,Consumer,United States,Los Angeles,California,FUR-TA-10001520,Furniture,Tables,171.288
CA-2017-119935,10/11/2017,KM-16225,Corporate,United States,Springfield,Missouri,FUR-FU-10001085,Furniture,Furnishings,37.3
CA-2017-119935,10/11/2017,KM-16225,Corporate,United States,Springfield,Missouri,OFF-BI-10001597,Office Supplies,Binders,81.96
CA-2017-118969,02/10/2017,LP-17095,Consumer,United States,Phoenix,Arizona,OFF-BI-10002429,Office Supplies,Binders,54.792
CA-2017-145240,06/09/2017,BG-11740,Consumer,United States,Houston,Texas,OFF-ST-10001590,Office Supplies,Storage,10.784
CA-2017-120873,27/10/2017,BW-11200,Consumer,United States,Hampton,Virginia,FUR-CH-10000847,Furniture,Chairs,290.98
US-2018-111920,22/10/2018,PS-18970,Home Office,United States,Tulsa,Oklahoma,OFF-AR-10003179,Office Supplies,Art,36.44
US-2017-128678,15/09/2017,RB-19570,Consumer,United States,Seattle,Washington,OFF-PA-10000807,Office Supplies,Paper,21.4
US-2017-128678,15/09/2017,RB-19570,Consumer,United States,Seattle,Washington,OFF-BI-10002103,Office Supplies,Binders,48.664
CA-2017-101385,25/09/2017,JW-16075,Consumer,United States,San Francisco,California,OFF-AR-10004441,Office Supplies,Art,16.56
CA-2018-107167,10/06/2018,ND-18460,Corporate,United States,Jacksonville,Florida,OFF-ST-10003805,Office Supplies,Storage,1347.52
